gesl,D,variable,N,val,value
Männer,66. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2577.84423828125
Männer,66. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2577.84423828125
Männer,66. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2577.84423828125
Männer,66. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2577.84423828125
Männer,67. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2599.04516601563
Männer,67. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2599.04516601563
Männer,67. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2599.04516601563
Männer,67. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2599.04516601563
Männer,67. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2599.04516601563
Männer,68. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2621.49780273438
Männer,68. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2621.49780273438
Männer,68. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2621.49780273438
Männer,68. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2621.49780273438
Männer,68. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2621.49780273438
Männer,69. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2644.08422851563
Männer,69. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2644.08422851563
Männer,69. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2644.08422851563
Männer,69. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2644.08422851563
Männer,69. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2644.08422851563
Männer,70. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2667.43774414063
Männer,70. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2667.43774414063
Männer,70. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2667.43774414063
Männer,70. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2667.43774414063
Männer,70. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2667.43774414063
Männer,71. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2690.8125
Männer,71. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2690.8125
Männer,71. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2690.8125
Männer,71. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2690.8125
Männer,71. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2690.8125
Männer,72. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2714.09375
Männer,72. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2714.09375
Männer,72. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2714.09375
Männer,72. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2714.09375
Männer,72. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2714.09375
Männer,73. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2738.43041992188
Männer,73. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2738.43041992188
Männer,73. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2738.43041992188
Männer,73. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2738.43041992188
Männer,73. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2738.43041992188
Männer,74. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2763.40478515625
Männer,74. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2763.40478515625
Männer,74. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2763.40478515625
Männer,74. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2763.40478515625
Männer,74. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2763.40478515625
Männer,75. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2788.82763671875
Männer,75. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2788.82763671875
Männer,75. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2788.82763671875
Männer,75. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2788.82763671875
Männer,75. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2788.82763671875
Männer,76. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2814.81616210938
Männer,76. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2814.81616210938
Männer,76. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2814.81616210938
Männer,76. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2814.81616210938
Männer,76. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2814.81616210938
Männer,77. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2840.28002929688
Männer,77. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2840.28002929688
Männer,77. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2840.28002929688
Männer,77. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2840.28002929688
Männer,77. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2840.28002929688
Männer,78. Dezil,"Szenario 1
(Kindererziehung)",1778,Status quo,2866.26586914063
Männer,78. Dezil,"Szenario 2
(Arbeitslosigkeit)",1778,Status quo,2866.26586914063
Männer,78. Dezil,"Szenario 3
(GPG/Männer)",1778,Status quo,2866.26586914063
Männer,78. Dezil,"Szenario 4
(GPG/Frau)",1778,Status quo,2866.26586914063
Männer,78. Dezil,"Szenario 5
(Beste 15 Jahre)",1778,Status quo,2866.26586914063
Männer,79. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2892.45361328125
Männer,79. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2892.45361328125
Männer,79. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2892.45361328125
Männer,79. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2892.45361328125
Männer,79. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2892.45361328125
Männer,80. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2919.22631835938
Männer,80. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2919.22631835938
Männer,80. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2919.22631835938
Männer,80. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2919.22631835938
Männer,80. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2919.22631835938
Männer,81. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2945.69995117188
Männer,81. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2945.69995117188
Männer,81. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2945.69995117188
Männer,81. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2945.69995117188
Männer,81. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2945.69995117188
Männer,82. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2973.36059570313
Männer,82. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2973.36059570313
Männer,82. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2973.36059570313
Männer,82. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2973.36059570313
Männer,82. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2973.36059570313
Männer,83. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3001.28466796875
Männer,83. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3001.28466796875
Männer,83. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3001.28466796875
Männer,83. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3001.28466796875
Männer,83. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3001.28466796875
Männer,84. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3029.923828125
Männer,84. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3029.923828125
Männer,84. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3029.923828125
Männer,84. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3029.923828125
Männer,84. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3029.923828125
Männer,85. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,3058.75341796875
Männer,85. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,3058.75341796875
Männer,85. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,3058.75341796875
Männer,85. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,3058.75341796875
Männer,85. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,3058.75341796875
Männer,86. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3087.5078125
Männer,86. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3087.5078125
Männer,86. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3087.5078125
Männer,86. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3087.5078125
Männer,86. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3087.5078125
Männer,87. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3116.53442382813
Männer,87. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3116.53442382813
Männer,87. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3116.53442382813
Männer,87. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3116.53442382813
Männer,87. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3116.53442382813
Männer,88. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3146.20678710938
Männer,88. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3146.20678710938
Männer,88. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3146.20678710938
Männer,88. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3146.20678710938
Männer,88. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3146.20678710938
Männer,89. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,3175.30541992188
Männer,89. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,3175.30541992188
Männer,89. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,3175.30541992188
Männer,89. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,3175.30541992188
Männer,89. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,3175.30541992188
Männer,90. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3205.587890625
Männer,90. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3205.587890625
Männer,90. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3205.587890625
Männer,90. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3205.587890625
Männer,90. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3205.587890625
Männer,91. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3239.13720703125
Männer,91. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3239.13720703125
Männer,91. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3239.13720703125
Männer,91. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3239.13720703125
Männer,91. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3239.13720703125
Männer,92. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3272.34008789063
Männer,92. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3272.34008789063
Männer,92. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3272.34008789063
Männer,92. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3272.34008789063
Männer,92. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3272.34008789063
Männer,93. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,3308.78955078125
Männer,93. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,3308.78955078125
Männer,93. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,3308.78955078125
Männer,93. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,3308.78955078125
Männer,93. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,3308.78955078125
Männer,94. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3347.23974609375
Männer,94. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3347.23974609375
Männer,94. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3347.23974609375
Männer,94. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3347.23974609375
Männer,94. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3347.23974609375
Männer,95. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3387.18115234375
Männer,95. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3387.18115234375
Männer,95. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3387.18115234375
Männer,95. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3387.18115234375
Männer,95. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3387.18115234375
Männer,96. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3433.82934570313
Männer,96. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3433.82934570313
Männer,96. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3433.82934570313
Männer,96. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3433.82934570313
Männer,96. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3433.82934570313
Männer,97. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,3482.87353515625
Männer,97. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,3482.87353515625
Männer,97. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,3482.87353515625
Männer,97. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,3482.87353515625
Männer,97. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,3482.87353515625
Männer,98. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3540.61694335938
Männer,98. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3540.61694335938
Männer,98. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3540.61694335938
Männer,98. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3540.61694335938
Männer,98. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3540.61694335938
Männer,99. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3612.46801757813
Männer,99. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3612.46801757813
Männer,99. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3612.46801757813
Männer,99. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3612.46801757813
Männer,99. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3612.46801757813
Männer,100. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,3721.10791015625
Männer,100. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,3721.10791015625
Männer,100. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,3721.10791015625
Männer,100. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,3721.10791015625
Männer,100. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,3721.10791015625
Frauen,Gesamt,"Szenario 1
(Kindererziehung)",237064,Status quo,1312.75503765627
Frauen,Gesamt,"Szenario 2
(Arbeitslosigkeit)",237064,Status quo,1312.75503765627
Frauen,Gesamt,"Szenario 3
(GPG/Männer)",237064,Status quo,1312.75503765627
Frauen,Gesamt,"Szenario 4
(GPG/Frau)",237064,Status quo,1312.75503765627
Frauen,Gesamt,"Szenario 5
(Beste 15 Jahre)",237064,Status quo,1312.75503765627
Männer,Gesamt,"Szenario 1
(Kindererziehung)",177676,Status quo,2250.23408738335
Männer,Gesamt,"Szenario 2
(Arbeitslosigkeit)",177676,Status quo,2250.23408738335
Männer,Gesamt,"Szenario 3
(GPG/Männer)",177676,Status quo,2250.23408738335
Männer,Gesamt,"Szenario 4
(GPG/Frau)",177676,Status quo,2250.23408738335
Männer,Gesamt,"Szenario 5
(Beste 15 Jahre)",177676,Status quo,2250.23408738335
